FIPS Code,State Name,County Name,PERCENT_MALE,PERCENT_FEMALE,Age 16 to 24,Age 25 to 34,Age 35 to 54,Age 55 and Up,,,
30109,Montana,Wibaux County,50.88,49.12,10.32,7.95,22.19,42.41,,,
30111,Montana,Yellowstone County,49.23,50.77,11.66,13.95,24.22,30.7,,,
31001,Nebraska,Adams County,49.78,50.22,14.84,11.94,21.75,32.17,,,
31003,Nebraska,Antelope County,50.46,49.54,10.99,9.7,20.07,39.55,,,
31005,Nebraska,Arthur County,49.03,50.97,14.69,11.66,21.38,31.97,,,
31007,Nebraska,Banner County,48.46,51.54,9.53,11.14,17.58,41.21,,,
31009,Nebraska,Blaine County,52.26,47.74,9.25,9.46,20.43,44.73,,,
31011,Nebraska,Boone County,49.61,50.39,10.52,10.17,20.42,39.52,,,
31013,Nebraska,Box Butte County,49.75,50.25,11.21,11.71,21.88,34,,,
31015,Nebraska,Boyd County,49.77,50.23,11.15,8.44,17.56,48.1,,,
31017,Nebraska,Brown County,49.81,50.19,11.51,9.04,20.41,42.54,,,
31019,Nebraska,Buffalo County,50.02,49.98,18.76,13.25,22.27,26.3,,,
31021,Nebraska,Burt County,49.82,50.18,10.33,10.11,21.71,39.2,,,
31023,Nebraska,Butler County,50.47,49.53,11.93,10.3,22.36,36.69,,,
31025,Nebraska,Cass County,50.53,49.47,11.56,10.35,25.41,33.54,,,
31027,Nebraska,Cedar County,50.89,49.11,11.52,9.38,20.52,37.67,,,
31029,Nebraska,Chase County,49.08,50.92,11.16,9.99,22.35,35.81,,,
31031,Nebraska,Cherry County,51.03,48.97,10.49,10.04,23.01,36.9,,,
31033,Nebraska,Cheyenne County,50.19,49.81,11.23,11.38,23.11,35.48,,,
31035,Nebraska,Clay County,50.91,49.09,11.03,11.77,20.93,35.64,,,
31037,Nebraska,Colfax County,53.51,46.49,13.33,11.79,24.65,25.55,,,
31039,Nebraska,Cuming County,50.14,49.86,12.23,10.24,20.98,36.65,,,
31041,Nebraska,Custer County,49.85,50.15,10.77,10.69,21.35,37.39,,,
31043,Nebraska,Dakota County,50.82,49.18,13.59,13.54,22.52,25.7,,,
31045,Nebraska,Dawes County,49.56,50.44,25.15,10.29,18.64,31.67,,,
31047,Nebraska,Dawson County,52.04,47.96,12.84,12.8,22.79,29.04,,,
31049,Nebraska,Deuel County,50,50,9.92,9.98,21.46,41.25,,,
31051,Nebraska,Dixon County,50.9,49.1,12.21,9.65,21.7,35.17,,,
31053,Nebraska,Dodge County,49.76,50.24,13.31,11.23,22.78,32.67,,,
31055,Nebraska,Douglas County,49.33,50.67,13.12,15.36,25.04,25.04,,,
31057,Nebraska,Dundy County,49.91,50.09,11.16,8.33,22.09,43.59,,,
31059,Nebraska,Fillmore County,50.18,49.82,10.62,11.83,22.54,39.33,,,
31061,Nebraska,Franklin County,49.45,50.55,9.4,9.63,19.13,45.02,,,
31063,Nebraska,Frontier County,50.44,49.56,14.16,9.52,20.82,39.25,,,
31065,Nebraska,Furnas County,49.59,50.41,11.16,9.41,21.6,40.16,,,
31067,Nebraska,Gage County,49.93,50.07,10.82,10.48,23.3,36.53,,,
31069,Nebraska,Garden County,52.26,47.74,8.66,10.4,19.16,45.84,,,
31071,Nebraska,Garfield County,50.03,49.97,11.17,9.4,18.28,46.52,,,
31073,Nebraska,Gosper County,50.8,49.2,11.01,9.3,21.36,41.16,,,
31075,Nebraska,Grant County,52.33,47.67,7.87,10.75,18.94,41.25,,,
31077,Nebraska,Greeley County,49.41,50.59,10.78,10.19,19.4,40.28,,,
31079,Nebraska,Hall County,50.57,49.43,12.64,13.05,23.85,27.44,,,
31081,Nebraska,Hamilton County,50.46,49.54,12.09,10.77,23.04,34.45,,,
31083,Nebraska,Harlan County,51.66,48.34,9.32,8.52,20.8,43.85,,,
31085,Nebraska,Hayes County,50.87,49.13,9.54,9,15.62,45.88,,,
31087,Nebraska,Hitchcock County,49.89,50.11,9.56,9.2,21.69,41.17,,,
31089,Nebraska,Holt County,50.01,49.99,10.79,9.53,20.28,37.99,,,
31091,Nebraska,Hooker County,48.09,51.91,9.68,8.94,19.79,44.13,,,
31093,Nebraska,Howard County,51,49,10.05,11.09,22.87,35.98,,,
31095,Nebraska,Jefferson County,48.95,51.05,10.25,10.22,21.54,40.15,,,
31097,Nebraska,Johnson County,59.18,40.82,10.63,14,26.17,33.58,,,
31099,Nebraska,Kearney County,49.92,50.08,11.36,11.41,22.66,34.04,,,
31101,Nebraska,Keith County,50.44,49.56,9.68,9.5,20.72,43.17,,,
31103,Nebraska,Keya Paha County,49.26,50.74,10.3,6.58,18.36,50.74,,,
31105,Nebraska,Kimball County,49.59,50.41,10.44,10.38,20.87,40.69,,,
31107,Nebraska,Knox County,49.5,50.5,11.07,8.71,19.79,40.41,,,
31109,Nebraska,Lancaster County,50.21,49.79,18.53,13.86,23.16,25.53,,,
31111,Nebraska,Lincoln County,49.56,50.44,11.36,11.49,23.9,33.92,,,
31113,Nebraska,Logan County,52.94,47.06,10.56,9.22,23.66,37.03,,,
31115,Nebraska,Loup County,50.75,49.25,12.05,9.19,17.02,44.58,,,
31117,Nebraska,McPherson County,49.19,50.81,13.77,6.28,23.28,43.32,,,
31119,Nebraska,Madison County,49.69,50.31,13.16,12.77,22.42,30.09,,,
31121,Nebraska,Merrick County,50.37,49.63,11.59,11.1,23.42,35.82,,,
31123,Nebraska,Morrill County,51.08,48.92,11.48,11.07,22.9,36.3,,,
31125,Nebraska,Nance County,49.73,50.27,10.88,10.2,21.45,39.44,,,
31127,Nebraska,Nemaha County,50.1,49.9,15.2,11.43,20.67,33.65,,,
31129,Nebraska,Nuckolls County,49.64,50.36,10.37,9.21,20.56,44.05,,,
31131,Nebraska,Otoe County,49.81,50.19,11.34,10.76,23.23,34.69,,,
31133,Nebraska,Pawnee County,49.33,50.67,10.18,8.61,19.25,44.01,,,
31135,Nebraska,Perkins County,51.16,48.84,11.24,9.69,21.58,37.08,,,
31137,Nebraska,Phelps County,50.11,49.89,11.94,11.22,22.4,34.96,,,
31139,Nebraska,Pierce County,50.63,49.37,11.4,10.37,22.61,34.81,,,
31141,Nebraska,Platte County,50.82,49.18,12.41,11.99,22.54,31.02,,,
31143,Nebraska,Polk County,49.91,50.09,11.36,9.02,22.73,38.56,,,
31145,Nebraska,Red Willow County,49.88,50.12,13.05,11.11,21.78,35.74,,,
31147,Nebraska,Richardson County,50.31,49.69,10.34,9.55,21.35,41.23,,,
31149,Nebraska,Rock County,49.82,50.18,9.36,9.29,19.23,44.95,,,
31151,Nebraska,Saline County,51.45,48.55,16.24,10.7,23.99,27.31,,,
31153,Nebraska,Sarpy County,50.14,49.86,12.93,14.34,26.62,23.46,,,
31155,Nebraska,Saunders County,50.75,49.25,11.2,10.79,23.72,34.07,,,
31157,Nebraska,Scotts Bluff County,48.62,51.38,12.16,11.76,22.45,32.99,,,
31159,Nebraska,Seward County,51.16,48.84,17.45,10.25,22.49,30.41,,,
31161,Nebraska,Sheridan County,49.33,50.67,10.87,9,21.14,40.7,,,
31163,Nebraska,Sherman County,49.08,50.92,9.83,9.2,19.99,43.69,,,
31165,Nebraska,Sioux County,51.72,48.28,11.41,7.63,19.04,48.2,,,
31167,Nebraska,Stanton County,50.74,49.26,11.86,11.03,23.31,33.85,,,
31169,Nebraska,Thayer County,49.61,50.39,10.49,9.41,21.17,39.56,,,
31171,Nebraska,Thomas County,50.55,49.45,9.56,11.08,20.36,39.89,,,
31173,Nebraska,Thurston County,49.46,50.54,15.37,12.8,18.9,22.56,,,
31175,Nebraska,Valley County,49.86,50.14,10.39,9.98,21.65,39.35,,,
31177,Nebraska,Washington County,50.16,49.84,11.69,9.83,25.42,33.49,,,
31179,Nebraska,Wayne County,50.21,49.79,25.39,10.18,19.41,28.71,,,
31181,Nebraska,Webster County,49.73,50.27,10.67,10.61,21.34,39.17,,,
31183,Nebraska,Wheeler County,50.83,49.17,8.17,9.83,17.5,48.28,,,
31185,Nebraska,York County,48.99,51.01,12.81,11.89,21.11,34.65,,,
32001,Nevada,Churchill County,50.81,49.19,11.53,14.12,22.13,32.99,,,
32003,Nevada,Clark County,49.86,50.14,11.95,14.91,26.93,27.03,,,
32005,Nevada,Douglas County,50.2,49.8,8.73,9.68,21.03,47.81,,,
32007,Nevada,Elko County,51.97,48.03,12.72,15.13,25.03,24.26,,,
32009,Nevada,Esmeralda County,54.3,45.7,5.73,8.48,23.37,50.29,,,
32011,Nevada,Eureka County,53.43,46.57,9.66,11.09,25.43,33.12,,,
32013,Nevada,Humboldt County,51.98,48.02,11.95,13.77,24.15,27.55,,,
32015,Nevada,Lander County,51.45,48.55,10.99,13.52,24.3,29.07,,,
32017,Nevada,Lincoln County,53.44,46.56,11.79,11.19,22.65,38.38,,,
32019,Nevada,Lyon County,51.13,48.87,10.37,13.1,23.11,35.81,,,
32021,Nevada,Mineral County,49.54,50.46,9.5,11.83,20.18,41.89,,,
32023,Nevada,Nye County,51.13,48.87,9.11,9.84,19.65,47.75,,,
32027,Nevada,Pershing County,64.55,35.45,10.33,15.45,30.51,29.9,,,
32029,Nevada,Storey County,51.25,48.75,7.69,8.66,21.42,52.73,,,
32031,Nevada,Washoe County,50.45,49.55,12.35,15.25,24.61,29.99,,,
32033,Nevada,White Pine County,58.24,41.76,11.1,15.11,25.15,31.95,,,
32510,Nevada,Carson City,51.3,48.7,10.93,13.35,23.65,35.12,,,
33001,New Hampshire,Belknap County,49.39,50.61,10.31,10.7,23.97,40.26,,,
33003,New Hampshire,Carroll County,49.43,50.57,8.8,9.03,21.79,47.99,,,
33005,New Hampshire,Cheshire County,49.04,50.96,13.97,12.26,22.75,36.37,,,
33007,New Hampshire,Coos County,52.55,47.45,9.88,11.34,24.33,41.44,,,
33009,New Hampshire,Grafton County,49.38,50.62,15.97,12.29,21.96,36.78,,,
33011,New Hampshire,Hillsborough County,49.75,50.25,12.16,14.02,26.19,31.2,,,
33013,New Hampshire,Merrimack County,49.35,50.65,12.58,12.48,25.3,34.33,,,
33015,New Hampshire,Rockingham County,49.53,50.47,11.16,12.14,26.13,35.26,,,
33017,New Hampshire,Strafford County,49.06,50.94,18.71,13.73,23.42,29.24,,,
33019,New Hampshire,Sullivan County,49.52,50.48,10.11,11.61,24.67,38.64,,,
34001,New Jersey,Atlantic County,48.39,51.61,12.63,12.07,24.21,33.75,,,
34003,New Jersey,Bergen County,48.56,51.44,11.94,11.5,27.47,31.92,,,
34005,New Jersey,Burlington County,49.22,50.78,12.06,12.65,26.22,32.21,,,
34007,New Jersey,Camden County,48.26,51.74,11.98,14.01,25.77,29.56,,,
34009,New Jersey,Cape May County,48.75,51.25,10.3,10.54,20.77,44.12,,,
34011,New Jersey,Cumberland County,50.93,49.07,11.91,14.24,25.81,28.15,,,
34013,New Jersey,Essex County,48.13,51.87,12.55,13.81,27.62,26.19,,,
34015,New Jersey,Gloucester County,48.64,51.36,12.76,12.46,26.42,30.75,,,
34017,New Jersey,Hudson County,49.82,50.18,10.6,21.09,27.94,22.87,,,
34019,New Jersey,Hunterdon County,49.32,50.68,12.62,9.3,26.07,37.06,,,
34021,New Jersey,Mercer County,48.92,51.08,14.94,12.45,26.26,28.84,,,
34023,New Jersey,Middlesex County,49.36,50.64,13.03,13.23,27.25,28.62,,,
34025,New Jersey,Monmouth County,48.65,51.35,12.42,10.9,25.78,34.12,,,
34027,New Jersey,Morris County,49.19,50.81,12.58,11.12,27.07,32.54,,,
34029,New Jersey,Ocean County,48.3,51.7,11.12,10.98,21.23,36.31,,,
34031,New Jersey,Passaic County,48.8,51.2,13.55,13.55,25.42,27.71,,,
34033,New Jersey,Salem County,48.97,51.03,11.72,11.83,24.87,33.94,,,
34035,New Jersey,Somerset County,48.92,51.08,12.5,11.15,27.92,31.21,,,
34037,New Jersey,Sussex County,49.69,50.31,11.95,11.29,26.36,34.97,,,
34039,New Jersey,Union County,48.87,51.13,12.25,12.81,27.61,27.89,,,
34041,New Jersey,Warren County,48.99,51.01,12.2,11.4,25.81,35.11,,,
35001,New Mexico,Bernalillo County,49.01,50.99,12.74,14.88,24.89,29.91,,,
35003,New Mexico,Catron County,53.22,46.78,8.02,6.32,14.09,62.57,,,
35005,New Mexico,Chaves County,49.69,50.31,14.5,12.78,23.18,28.37,,,
35006,New Mexico,Cibola County,51.21,48.79,12.52,14.35,23.93,29.67,,,
35007,New Mexico,Colfax County,50.83,49.17,9.95,10.68,20.71,44.16,,,
35009,New Mexico,Curry County,51.82,48.18,16.06,17.09,21.26,23.27,,,
35011,New Mexico,De Baca County,49.6,50.4,10.35,8.3,20.31,42.96,,,
35013,New Mexico,DoÒa Ana County,48.98,51.02,18.43,13.16,21.16,27.18,,,
35015,New Mexico,Eddy County,50.58,49.42,13.08,14.41,23.6,26.7,,,
35017,New Mexico,Grant County,49.21,50.79,11.15,9.59,20.05,43.17,,,
35019,New Mexico,Guadalupe County,56.86,43.14,12.07,14.72,22.95,33.58,,,
35021,New Mexico,Harding County,51.04,48.96,6.24,8.16,18.24,57.28,,,
35023,New Mexico,Hidalgo County,49.69,50.31,11.43,11.31,21.53,36.73,,,
35025,New Mexico,Lea County,51.43,48.57,14.57,14.57,23.8,21.99,,,
35027,New Mexico,Lincoln County,48.72,51.28,9.12,9.48,20.14,46.19,,,
35028,New Mexico,Los Alamos County,51.12,48.88,11.18,12.81,25.58,32.55,,,
35029,New Mexico,Luna County,50.47,49.53,12.97,12.41,19.85,32.94,,,
35031,New Mexico,McKinley County,48.19,51.81,14.18,15.12,22.67,24.59,,,
35033,New Mexico,Mora County,51.23,48.77,10.37,9,21.46,45.3,,,
35035,New Mexico,Otero County,51.82,48.18,13.62,15.47,21.61,29.98,,,
35037,New Mexico,Quay County,48.67,51.33,10.26,10.29,21.47,40.53,,,
35039,New Mexico,Rio Arriba County,48.94,51.06,11.89,11.71,22.62,34.58,,,
35041,New Mexico,Roosevelt County,49.74,50.26,21.11,13.08,20.37,24.97,,,
35043,New Mexico,Sandoval County,49.09,50.91,11.92,12.26,24.9,32.24,,,
35045,New Mexico,San Juan County,49.45,50.55,12.94,13.64,23.37,28.61,,,
35047,New Mexico,San Miguel County,49.56,50.44,13.35,11.91,22.18,38.47,,,
35049,New Mexico,Santa Fe County,48.37,51.63,10.41,11.08,23.51,40.73,,,
35051,New Mexico,Sierra County,50.19,49.81,7.62,8.68,17.76,52.57,,,
35053,New Mexico,Socorro County,49.95,50.05,14.77,11.52,21.12,34.1,,,
35055,New Mexico,Taos County,48.88,51.12,9.78,10.08,22.73,43.2,,,
35057,New Mexico,Torrance County,52.6,47.4,11.82,11.89,22.97,36.77,,,
35059,New Mexico,Union County,56.17,43.83,10.64,14.22,24.34,35.21,,,
35061,New Mexico,Valencia County,50.12,49.88,12.65,12.49,23.61,31.94,,,
36001,New York,Albany County,48.38,51.62,17.64,13.37,23.31,30.65,,,
36003,New York,Allegany County,50.81,49.19,18.22,10.19,21.31,33.87,,,
36005,New York,Bronx County,47.21,52.79,13.66,16.03,24.9,24.77,,,
36007,New York,Broome County,49.27,50.73,17.55,11.37,21.4,33.73,,,
36009,New York,Cattaraugus County,49.73,50.27,12.94,10.95,23.23,34.95,,,
36011,New York,Cayuga County,51.3,48.7,11.61,12.44,24.57,35.45,,,
36013,New York,Chautauqua County,49.31,50.69,13.22,11.69,22.65,35.84,,,
36015,New York,Chemung County,49.52,50.48,11.79,12.46,24.11,34.14,,,
36017,New York,Chenango County,50.11,49.89,11.02,11.36,23.76,36.97,,,
36019,New York,Clinton County,51.38,48.62,15.79,12.6,24.45,32.26,,,
36021,New York,Columbia County,50.01,49.99,10.1,11.01,24.15,41.24,,,
36023,New York,Cortland County,48.94,51.06,21.42,11.3,21.6,29.97,,,
36025,New York,Delaware County,50.63,49.37,12.6,10.25,21.84,42.09,,,
36027,New York,Dutchess County,49.7,50.3,14.28,12.02,25.36,33.41,,,
36029,New York,Erie County,48.4,51.6,12.68,14.34,23.64,32.76,,,
36031,New York,Essex County,51.68,48.32,9.86,11.84,24.33,41.15,,,
36033,New York,Franklin County,55.06,44.94,12.74,14.28,25.51,31.59,,,
36035,New York,Fulton County,49.68,50.32,10.89,11.96,25.23,35.37,,,
36037,New York,Genesee County,49.82,50.18,11.63,12.5,24.33,34.85,,,
36039,New York,Greene County,52.09,47.91,11.76,11.95,24.13,39,,,
36041,New York,Hamilton County,50,50,8.58,7.84,20.63,52.38,,,
36043,New York,Herkimer County,49.56,50.44,11.86,11.59,23.23,36.67,,,
36045,New York,Jefferson County,52.49,47.51,15.4,16.7,21.99,25.28,,,
36047,New York,Kings County,47.35,52.65,11.25,18.36,25.52,25.53,,,
36049,New York,Lewis County,50.72,49.28,11.31,11.47,23.43,34.77,,,
36051,New York,Livingston County,50.25,49.75,18.39,10.89,23.01,33.43,,,
36053,New York,Madison County,49.36,50.64,16.29,10.51,23.15,34.6,,,
36055,New York,Monroe County,48.21,51.79,13.33,14.26,23.73,31.69,,,
36057,New York,Montgomery County,49.32,50.68,11.68,12.39,23.99,32.99,,,
36059,New York,Nassau County,48.77,51.23,12.51,11.79,25.58,32.57,,,
36061,New York,New York County,47.37,52.63,10.95,22.22,26.39,28.25,,,
36063,New York,Niagara County,48.8,51.2,11.59,12.65,23.95,35.44,,,
36065,New York,Oneida County,49.78,50.22,12.99,12.5,23.65,33.21,,,
36067,New York,Onondaga County,48.22,51.78,13.88,13.43,23.66,31.66,,,
36069,New York,Ontario County,48.88,51.12,12.62,11.33,24.06,35.86,,,
36071,New York,Orange County,50.15,49.85,14.91,11.94,25.08,27.12,,,
36073,New York,Orleans County,49.87,50.13,12.19,12.91,24.89,34.44,,,
36075,New York,Oswego County,50.12,49.88,14.11,12.53,24.11,32.08,,,
36077,New York,Otsego County,48.45,51.55,19.59,10.05,20.91,36.61,,,
36079,New York,Putnam County,49.9,50.1,12.33,11.04,27.04,34.14,,,
36081,New York,Queens County,48.53,51.47,10.62,15.96,26.86,29.67,,,
36083,New York,Rensselaer County,49.38,50.62,13.24,14.27,24.69,31.86,,,
36085,New York,Richmond County,48.58,51.42,12.08,13.59,25.91,30.54,,,
36087,New York,Rockland County,49.12,50.88,13.8,11.63,22.89,27.99,,,
36089,New York,St. Lawrence County,51,49,16.92,11.75,22.99,31.86,,,
36091,New York,Saratoga County,49.37,50.63,11.61,12.17,26.62,33.53,,,
36093,New York,Schenectady County,48.79,51.21,12.6,13.43,24.91,31.19,,,
36095,New York,Schoharie County,50.08,49.92,13.53,10.5,23.23,38.7,,,
36097,New York,Schuyler County,49.82,50.18,10.05,11.34,24.73,38.55,,,
36099,New York,Seneca County,52.5,47.5,11.98,13.68,23.27,34.74,,,
36101,New York,Steuben County,49.83,50.17,11.26,11.82,24.33,35.13,,,
36103,New York,Suffolk County,49.23,50.77,12.9,12.03,25.96,32.15,,,
36105,New York,Sullivan County,51.31,48.69,11.58,12.07,24.73,34.23,,,
36107,New York,Tioga County,49.66,50.34,11.27,10.81,23.84,37.39,,,
36109,New York,Tompkins County,49.09,50.91,28.84,12.79,20.26,26.19,,,
36111,New York,Ulster County,49.59,50.41,12.21,12.64,25.03,35.97,,,
36113,New York,Warren County,49.12,50.88,10.48,11.97,23.87,38.98,,,
36115,New York,Washington County,51.68,48.32,11.21,12.31,25.79,35.5,,,
36117,New York,Wayne County,49.7,50.3,11.02,11.58,24.48,35.38,,,
36119,New York,Westchester County,48.46,51.54,12.72,11.61,26.79,31.18,,,
36121,New York,Wyoming County,54.22,45.78,10.75,14.09,26.32,33.73,,,
36123,New York,Yates County,48.7,51.3,14.86,10.83,19.82,36.27,,,
37001,North Carolina,Alamance County,47.51,52.49,14.37,12.69,24.45,30.26,,,
37003,North Carolina,Alexander County,50.96,49.04,10.82,12.16,25.79,34.91,,,
37005,North Carolina,Alleghany County,49.56,50.44,9.07,9.68,22.7,44.48,,,
37007,North Carolina,Anson County,51.26,48.74,11.63,14.23,24.75,33.09,,,
37009,North Carolina,Ashe County,49.01,50.99,9.45,9.74,23.82,42.75,,,
37011,North Carolina,Avery County,54.18,45.82,12.31,12.67,26.22,36.99,,,
37013,North Carolina,Beaufort County,47.5,52.5,10.69,10.16,23.07,39.99,,,
37015,North Carolina,Bertie County,50.74,49.26,10.88,12.91,22.34,39.64,,,
37017,North Carolina,Bladen County,47.47,52.53,11.19,10.75,23.63,37.89,,,
37019,North Carolina,Brunswick County,47.73,52.27,7.77,9,20.22,50.78,,,
37021,North Carolina,Buncombe County,47.94,52.06,10.79,14.01,26.06,34.16,,,
37023,North Carolina,Burke County,50.04,49.96,11.91,12.11,25.11,35.97,,,
37025,North Carolina,Cabarrus County,48.78,51.22,12.58,12.78,28.55,25.22,,,
37027,North Carolina,Caldwell County,49.46,50.54,11.21,11.75,25.52,35.29,,,
37029,North Carolina,Camden County,49.93,50.07,10.83,11.35,27.56,31.78,,,
37031,North Carolina,Carteret County,48.97,51.03,9.47,10.17,23.59,42.78,,,
37033,North Carolina,Caswell County,50.82,49.18,10.45,11.81,24.65,37.95,,,
37035,North Carolina,Catawba County,48.88,51.12,12.35,12.1,25.31,32.29,,,
37037,North Carolina,Chatham County,47.83,52.17,9.92,8.86,25,40.01,,,
37039,North Carolina,Cherokee County,48.73,51.27,9.02,8.89,21.86,46.81,,,
37041,North Carolina,Chowan County,47.57,52.43,10.5,10.4,21.42,41.37,,,
37043,North Carolina,Clay County,48.61,51.39,9.04,8.23,20.98,48.21,,,
37045,North Carolina,Cleveland County,48.08,51.92,12.63,12.11,24.14,33.03,,,
37047,North Carolina,Columbus County,49.63,50.37,12.18,12.51,24.04,34.42,,,
37049,North Carolina,Craven County,50.49,49.51,15.05,13.62,20.91,32.44,,,
37051,North Carolina,Cumberland County,49.61,50.39,16.86,17,22.31,22.83,,,
37053,North Carolina,Currituck County,49.84,50.16,10.51,12.41,25.91,32.99,,,
37055,North Carolina,Dare County,49.05,50.95,9.68,10,25.16,39.98,,,
37057,North Carolina,Davidson County,48.92,51.08,11.55,11.83,25.77,33.11,,,
37059,North Carolina,Davie County,48.83,51.17,11.33,10.01,25.09,36.71,,,
37061,North Carolina,Duplin County,48.84,51.16,12.13,11.33,23.69,33.1,,,
37063,North Carolina,Durham County,47.72,52.28,13.07,18.41,25.96,25.21,,,
37065,North Carolina,Edgecombe County,46.16,53.84,11.89,12.07,22.29,35.29,,,
37067,North Carolina,Forsyth County,47.3,52.7,13.63,13.35,24.68,29.55,,,
37069,North Carolina,Franklin County,49.53,50.47,12.18,11.93,26.07,31.95,,,
37071,North Carolina,Gaston County,48.27,51.73,11.86,13.55,26.47,29.6,,,
37073,North Carolina,Gates County,49.52,50.48,10.47,11.03,23.75,38.16,,,
37075,North Carolina,Graham County,49.99,50.01,10.92,10.53,23.28,39.25,,,
37077,North Carolina,Granville County,50.78,49.22,12.06,12.11,26.77,32.45,,,
37079,North Carolina,Greene County,54.77,45.23,11.81,14.14,26.38,31.16,,,
37081,North Carolina,Guilford County,47.32,52.68,14.76,13.8,25.11,28.02,,,
37083,North Carolina,Halifax County,48.19,51.81,11.14,11.96,22.93,36.52,,,
37085,North Carolina,Harnett County,49.46,50.54,12.59,15.69,25.91,23.92,,,
37087,North Carolina,Haywood County,48.3,51.7,9.51,11.53,23.69,40.31,,,
37089,North Carolina,Henderson County,48.03,51.97,9.65,10.44,23.54,40.98,,,
37091,North Carolina,Hertford County,49.76,50.24,14.23,12.27,22.85,35.55,,,
37093,North Carolina,Hoke County,49.32,50.68,11.61,17.59,25.8,21.65,,,
37095,North Carolina,Hyde County,53.43,46.57,9.64,11.97,25.81,38.57,,,
37097,North Carolina,Iredell County,49.22,50.78,12.18,12.06,27.18,30.15,,,
37099,North Carolina,Jackson County,49.2,50.8,21.33,11.42,20.73,32.86,,,
37101,North Carolina,Johnston County,49,51,12.3,12.52,28.47,25.98,,,
37103,North Carolina,Jones County,48.56,51.44,9.82,11.33,22.86,41.06,,,
37105,North Carolina,Lee County,48.79,51.21,12.09,12.92,25.02,30.21,,,
37107,North Carolina,Lenoir County,47.79,52.21,11.85,11.53,22.85,35.29,,,
37109,North Carolina,Lincoln County,49.65,50.35,11.18,11.15,27.29,33.24,,,
37111,North Carolina,McDowell County,49.83,50.17,10.93,11.74,25.32,35.58,,,
37113,North Carolina,Macon County,48.52,51.48,9.72,9.94,20.94,44.26,,,
37115,North Carolina,Madison County,49.29,50.71,13.09,10.99,24.29,37.52,,,
37117,North Carolina,Martin County,46.99,53.01,10.41,10.99,22.01,39.84,,,
37119,North Carolina,Mecklenburg County,48.06,51.94,12.79,17.23,27.9,22.62,,,
37121,North Carolina,Mitchell County,49.4,50.6,9.6,11.24,23.44,40.73,,,
37123,North Carolina,Montgomery County,48.93,51.07,12.53,10.96,23.34,35.7,,,
37125,North Carolina,Moore County,48.34,51.66,9.68,11.8,23.28,37.35,,,
37127,North Carolina,Nash County,47.87,52.13,12.73,11.92,24.29,33.2,,,
37129,North Carolina,New Hanover County,47.58,52.42,15.7,13.18,24.62,31.47,,,
37131,North Carolina,Northampton County,48.95,51.05,9.55,10.77,21.35,44.11,,,
37133,North Carolina,Onslow County,54.93,45.07,23.72,18.24,18.62,17.89,,,
37135,North Carolina,Orange County,47.72,52.28,22.1,12.19,23.66,26.49,,,
37137,North Carolina,Pamlico County,50.91,49.09,8.68,10.11,20.82,48.21,,,
37139,North Carolina,Pasquotank County,48.93,51.07,13.39,13.55,23.88,30.9,,,
37141,North Carolina,Pender County,49.79,50.21,10.69,11.02,26.52,33.44,,,
37143,North Carolina,Perquimans County,47.87,52.13,9.1,10.13,21.5,43.78,,,
37145,North Carolina,Person County,48.35,51.65,11.17,11.54,24.61,35.88,,,
37147,North Carolina,Pitt County,46.91,53.09,20.73,13.85,22.76,25.03,,,
37149,North Carolina,Polk County,47.88,52.12,9.32,8.42,21.09,48.71,,,
37151,North Carolina,Randolph County,49.32,50.68,12.13,11.96,25.45,32.34,,,
37153,North Carolina,Richmond County,49.01,50.99,12.61,12.52,24.16,31.62,,,
37155,North Carolina,Robeson County,48.17,51.83,14.1,12.68,24.06,28.5,,,
37157,North Carolina,Rockingham County,48.26,51.74,11.03,11.41,24.59,36.51,,,
37159,North Carolina,Rowan County,49.38,50.62,12.65,12.48,24.91,31.91,,,
37161,North Carolina,Rutherford County,48.27,51.73,11.22,10.84,24.31,37.1,,,
37163,North Carolina,Sampson County,49.18,50.82,12.58,11.31,24.64,31.45,,,
37165,North Carolina,Scotland County,49.57,50.43,12.82,12.74,23.13,31.8,,,
37167,North Carolina,Stanly County,49.92,50.08,11.82,12.88,24.36,33.13,,,
37169,North Carolina,Stokes County,48.96,51.04,10.71,10.82,25.36,38.16,,,
37171,North Carolina,Surry County,48.7,51.3,11.65,11.14,24.92,35.26,,,
37173,North Carolina,Swain County,47.94,52.06,11.7,12.83,23.59,33.33,,,
37175,North Carolina,Transylvania County,48.17,51.83,10.15,9.57,20.63,46.99,,,
37177,North Carolina,Tyrrell County,56.45,43.55,10.18,14.97,25.15,34.34,,,
37179,North Carolina,Union County,49.26,50.74,14.62,9.71,29.47,25.23,,,
37181,North Carolina,Vance County,46.66,53.34,12.45,12.17,23.13,32.78,,,
37183,North Carolina,Wake County,48.64,51.36,13.21,14.78,28.97,23.55,,,
37185,North Carolina,Warren County,49.48,50.52,10.02,10.89,21.6,42.8,,,
37187,North Carolina,Washington County,47.22,52.78,10.81,10.12,21.04,41.56,,,
37189,North Carolina,Watauga County,49.83,50.17,29.96,11.11,19.8,28.55,,,
37191,North Carolina,Wayne County,48.71,51.29,13.41,13.64,23.07,30.11,,,
37193,North Carolina,Wilkes County,49.13,50.87,11.4,10.99,24.23,37.07,,,
37195,North Carolina,Wilson County,47.41,52.59,12.64,12.18,23.9,32.55,,,
